Quarter,Date,School Name,UNITID,Fossil Fuel Exposure,Divested?,Type of Divestment,"Able to confirm ""rejection""","Type of ""no""",Key NO Text,Reason for rejection,NAS Citation,Relevant links,MY CODES:,Substitute Sustainability,Substitute Sustainability Education,Substitute Impact Investing,Fiduciary,Apolitical,Not Enough Comparable Institutions Divesting,Ineffective,No Consensus on Effectiveness,Unpredictable,Contradictory,No Political Consensus,Insufficient Campus Discourse,Focus on Consumption,Insufficient Moral Case,Shareholder Engagement,Risk Losing Company Donors,Previous Action Enough,Slippery Slope,Fossil Fuels are Necessary,Criticism of Divestment Movement Tactics,Too Complicated,Fossil Fuel Companies = Green Energy Companies,NAS CODES:,Costs,Donor Intent,Fiduciary,Substitute Academic Study of Sustainability,Target Consumption Instead,Shareholder Engagement,Too Political,Anti-Intellectual,Slippery Slope,Ineffective,Fossil Fuels are Necessary,Not Enough Peer Institutions,Does Not Discriminate Better From Worse Fossil Fuel Companies
2016 Q1,3-Mar-16,George Washington University,131469,,No,NA,Yes,Unconditional,"""McCorvey said in an email statement that divestment is not part of GW__ investment strategy""",Substitute Sustainability; Substitute Sustainability Education,NA,https://www.gwhatchet.com/2016/03/03/officials-reject-fossil-fuel-divestment/, ,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,, ,,,1,,,,,,,,,
2013 Q4,3-Oct-13,Harvard University,166027,,No,NA,Yes,Unconditional,"While I share their belief in the importance of addressing climate change, I do not believe, nor do my colleagues on the Corporation, that university divestment from the fossil fuel industry is warranted or wise.",Apolitical; Fiduciary; Ineffective; Shareholder Engagement; Contradictory; Substitute Sustainability; Substitute Sustainability Education; Substitute Impact Investing,"Drew Faust, __ossil Fuel Divestment Statement,_ Letter to Members of the Harvard Community, Harvard University Office of
the President, October 3, 2013. http://www.harvard.edu/president/news/2013/fossil-fuel-divestment-statement.", ,,1,1,1,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,,1,1,1,1,,1,1,,,1,,,
2013 Q4,5-Nov-13,Haverford College,212911,,No,NA,Yes,At this time,"Based on the CISR__ recommendation, and for the reasons discussed below, the College__ governing Board of Managers has by consensus decided not to pursue divestment; however, the College will continue to engage with seriousness the larger question of how we as an institution and as a community can become more environmentally sustainable, and how we can contribute to a reduction or mitigation of human-induced climate change . . . Fossil fuel divestment as currently envisioned is not the right step for Haverford at this time.",Fiduciary; Ineffective; Substitute Impact Investing; Substitute Sustainability,"Catherine P. Koshland, Howard W. Lutnick, Daniel H. Weiss, __etter to Members of the Haverford Community,_ Haverford College, October 2013. https://www.haverford.edu/sites/default/files/Office/President/2013.10-Report-to-Community.pdf. ", https://www.google.com/url?sa=t&rct=j&q=&esrc=s&source=web&cd=1&ved=2ahUKEwiJ2LOsi63hAhVxx1kKHYOvCqMQFjAAegQIARAC&url=https%3A%2F%2Fwww.haverford.edu%2Fsites%2Fdefault%2Ffiles%2FOffice%2FPresident%2FHaverford-College-Fossil-Fuels-Divestment.pdf&usg=AOvVaw16RJdcWJCuyc5wSogUt6uK , ,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,,1,,,,,,,1,,,1
2013 Q3,28-Aug-13,Middlebury College,230959,,No,NA,Yes,At this time,"At this time, too many of these questions either raise serious concerns or remain unanswered for the board to support divestment. Given its Fiduciary responsibilities, the board cannot look past the lack of proven alternative investment models, the difficulty and material cost of withdrawing from a complex portfolio of investments, and the uncertainties and risks that divestment would create.",Substitute Impact Investing,"Ronald D. Liebowitz, __iddlebury College Statement on Divestment,_ Middlebury College Newsroom, August 28, 2013.
http://www.middlebury.edu/newsroom/archive/524638/node/459563.", ,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,,1,,,,,,,,,,
2015 Q4,21-Oct-15,Massachusetts Institute of Technology (MIT),166683,,No,NA,Yes,Unconditional,"We agree entirely on the seriousness and urgency of the climate threat, and on the need for MIT to play a public leadership role. However, after studying this question, we conclude that divestment is incompatible with the strategy of engagement that forms the heart of today__ plan.",Shareholder Engagement; Substitute Sustainability; Substitute Sustainability Education; Criticism of Divestment Movement Tactics ,NA,https://www.theguardian.com/environment/2015/oct/21/mit-climate-change-plan-will-not-divest-fossil-fuels http://web.mit.edu/climateaction/ClimateChangeStatement-2015Oct21.pdf, ,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,, ,,,1,,1,,,,,,,
2015 Q1,26-Mar-15,New York University,193900,,No,NA,Yes,Unconditional,The working group has concluded that supporting divestment is primarily a political action or statement that expresses the University__ opposition to the fossil fuel industry__ role in global warming or climate change - and there is not sufficient justification for such an action or for enactment of a policy of the University . . . the working group unanimously agrees that it is not prudent to divest of investments in the fossil fuel 200 from comingled accounts. A minority of working group members do consider it prudent to divest of investments in the fossil fuel 200 in individually named accounts.,Not Enough Comparable Institutions Divesting,"__eport of the Fossil Fuel Divestment Working Group,_ Financial Affairs Committee of the University Senate, New York
University, March 26, 2015. http://www.capitalnewyork.com/sites/default/files/Fossil%20Fuel%20Divestment%20Working%20
Group%203%2026%202015.pdf.",https://www.google.com/url?sa=t&rct=j&q=&esrc=s&source=web&cd=1&ved=2ahUKEwjr_pn0i7XhAhWknOAKHXUQAs4QFjAAegQIABAC&url=https%3A%2F%2Fwww.nyu.edu%2Fcontent%2Fdam%2Fnyu%2FunivSenate%2Fdocuments%2Ffossil-fuel-divestment-working-group-3-26-2015.pdf&usg=AOvVaw0O3O9VZ8eZ8DF2PB3T6ThF, ,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,, ,,1,,,,1,1,,1,,,
2016 Q3,21-Sep-16,Notre Dame University (University of Notre Dame),152080,,No,NA,Yes,Unconditional,"Our strategy does not include a divestment by our endowment of companies that extract and sell fossil fuels, as some within and outside our campus community have urged.",Ineffective; Contradictory,NA,https://president.nd.edu/writings-addresses/2016-addresses/presidents-annual-address-to-the-faculty/Sustainability/, ,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,, ,,,1,,,,,,1,1,,
2015 Q3,12-Aug-14,Oregon State University,209542,,No,NA,Yes,At this time,"The Advisory Committee recommended to the Executive Committee that the Board not divest the Foundation__ fossil fuel holdings at this time. The Executive Committee, after its own additional deliberation, concurred with the Advisory Committee. ",Ineffective; Fiduciary; Substitute Sustainability; Substitute Sustainability Education,NA,http://campaignforosu.org/about/financial/documents/Fossil%20Fuel%20Divestment%20Statement%20-%20Aug%202014.pdf https://www.oregonlaws.org/ors/352.450 https://www.gazettetimes.com/news/local/osu-foundation-rejects-fossil-fuels-divestment-campaign/article_26445470-229b-11e4-afed-001a4bcf887a.html http://divestmentfacts.com/no-oregon-state-university-not-divest/ https://today.oregonstate.edu/archives/2017/jan/osu-board-trustees-adopts-10-year-business-forecast-fossil-fuel-divestiture https://agsci.oregonstate.edu/feature-story/divest-success https://www.gazettetimes.com/news/local/osu-board-votes-to-divest/article_7c828ec8-f5fe-5fa5-a68c-bdfbfe9e10e2.html , ,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,,1,1,,,,,,,,,
2013 Q3,24-Sep-13,Pomona College,121345,,No,NA,Yes,Unconditional,"""President David Oxtoby announced in an e-mail sent on Sept. 24 that the Board of Trustees made their decision because of financial concerns based on the findings of a report made by the college__ primary investment consultant, Cambridge Associates. Pomona will retain its fossil fuel investments in separately managed accounts as well as commingled funds, Oxtoby wrote . . . 'It also remains unclear that divestment would have anything more than a symbolic Impact in fighting climate change,' Oxtoby wrote in the e-mail. 'Although symbolism does matter, it is hard to make the case that it would be worth the significant cost to future Pomona students.'""
",Fiduciary; Ineffective,"David W. Oxtoby, Letter to Pomona College Community, September 24, 2013.",student article: https://tsl.news/news3300/  (the announcement was an email. this article quotes the email), ,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,,1,,,,,,,1,,,
2015 Q2,15-Apr-15,Princeton University,186131,,No,NA,Yes,Unconditional,"""'If the University itself behaves in a manner that is politically partial,' he said, 'we weaken our capacity to contribute to this debate in the way that is most needed, and as we are uniquely capable of doing _ by providing authoritative and impartial scholarly expertise.'""
",Apolitical,NA,https://paw.princeton.edu/article/divestment-advice, ,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,, ,,,,,,1,,,,,,
2014 Q3,17-Jul-14,Reed College,209922,,No,NA,Yes,Unconditional,"Balancing our social concern, our institutional financial concern, and our concern for keeping the college institutionally dissociated from particular political positions, the board did not agree that divestment of Reed__ endowment from fossil-fuel investments meets the high standards of our policy.",Fiduciary; Ineffective; Slippery Slope; Apolitical; Contradictory; Substitute Sustainability; Substitute Sustainability Education; No Political Consensus,"__eed College Board of Trustees Chairman Responds to Fossil Free Reed,_ Reed College Campus News, July 17, 2014.","https://www.reed.edu/reed_magazine/september2014/articles/eliot_circular/divest.html (summary; has link to full statement, which is no longer available)", ,1,1,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,,1,,1,1,,,1,1,1,1,,,
2015 Q2,1-Jun-15,Santa Clara University,122931,,No,NA,Yes,At this time,"After careful consideration, the Investment Committee has decided to maintain the University__ current approach to Investing, including in the energy sector. . .The Investment Committee does not believe at this time that selling any or all holdings within the University__ endowment that are deemed to support fossil-fuel extraction would clearly serve the purpose of either slowing the production or use of fossil-fuel created energy or encouraging the production of alternative energy sources.",Fiduciary; Ineffective; No Political Consensus; Substitute Impact Investing; Substitute Sustainability,"Santa Clara University statement, emailed by Deepa Arora, Communications Director.",https://www.scu.edu/fa/issue-areas/, ,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,1,,1,,,,,,,1,,1,
2013 Q4,11-Oct-13,Swarthmore College,216287,,No,NA,Yes,Unconditional,2013: it is our collective judgment that the cost of divestment would far outweigh any potential benefit. 2015: the Board of Managers of Swarthmore College reached consensus not to divest from fossil fuels,2013: Fiduciary; Ineffective; Contradictory; Substitute Sustainability Education; Substitute Sustainability; Shareholder Engagement 2015: Fiduciary; Apolitical; Substitute Sustainability; Substitute Sustainability Education; Substitute Impact Investing; Focus on Consumption,"Gil Kemp, __n Open Letter on Divestment,_ Swarthmore College Board of Managers, September 11, 2013. http://www.
swarthmore.edu/board-managers/open-letter-divestment. Gil Kemp, __ustainability and Investment Policy,_ Swarthmore College Board of Managers, May 2, 2015. http://www.
swarthmore.edu/board-managers/sustainability-and-investment-policy.",https://www.swarthmore.edu/board-managers/open-letter-divestment (2013 link), ,1,1,1,1,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,,1,,1,1,1,1,1,,,1,,,
2014 Q1,14-Feb,Tufts University,168148,,No,NA,Yes,At this time,The majority of the working group recommends against beginning a process of divesting at this time.,Fiduciary; Ineffective; Substitute Sustainability; Substitute Impact Investing; Substitute Sustainability Education,"__ecommendations of the Tufts Divestment Working Group,_ Tufts University Office of the President, January 9, 2014.
http://president.tufts.edu/recommendations-of-the-tufts-divestment-working-group/.", ,,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,,1,1,,,,,,1,,,
2014 Q2,23-Apr-14,Tulane University (of Lousiana in IPEDS),160755,,No,NA,Yes,Unknown,"Source 1: ""Former President Scott Cowen sent a letter to Divest Tulane in May 2014 which stated that the university would not to divest from fossil fuels."" Source 2: ""'we do not see divesting from the fossil fuel industry as an appropriate or effective tactic in achieving the desired end of reversing or slowing down climate change'""",Ineffective,"Scott S. Cowen, __etter to Divest Tulane Members,_ April 23, 2014. http://www.divesttulane.org/
uploads/2/4/6/6/24661412/reponse_from_president_cowen_and_the_board_of_tulane_university.pdf.
824 __C Announces New Approaches to Combat Climate Change,_ University of California Office of the President",https://tulanehullabaloo.com/2181/news/divest-tulane-organizes-sit-in-in-gibson-hall/ https://www.nola.com/Education/2015/02/report_claims_fossil_fuel_dive.html?outputType=amp, ,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,, ,,,,,,,,,1,,,
2015 Q2,15-Apr,University of Colorado (Systems Office),128300,,No,NA,Yes,Unconditional,"""'The Board of Regents spoke clearly that we don't believe in divestment of energy companies,' said Regent John Carson, a Republican from Highlands Ranch. 'It's an important industry to our state.'""",Apolitical; Ineffective; Fossil Fuels Are Necessary,"__oard of Regents Rejects Energy Company Divestment,_ University of Colorado, April 16, 2015. http://www.colorado.edu/
news/features/board-regents-rejects-energy-company-divestment#sthash.jAQ9cDcZ.dpuf.",https://www.google.com/url?sa=t&rct=j&q=&esrc=s&source=web&cd=1&cad=rja&uact=8&ved=2ahUKEwjv-bmSyrfhAhWBdt8KHTP7DWEQFjAAegQIARAB&url=http%3A%2F%2Fwww.dailycamera.com%2Fcu-news%2Fci_27924351%2Fcus-board-regents-says-no-fossil-fuel-divestment&usg=AOvVaw3PVLykP2Vfg_n8blhsib4x https://www.colorado.edu/today/2017/05/03/dear-fossil-free-cu      , ,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,, ,,,,,,,,,,1,,
2015 Q4,4-Dec-15,University of Michigan-Ann Arbor,170976,,No,NA,Yes,Unconditional,I do not think that consideration of divestment from fossil fuels is the right step.,Substitue Sustainability; Substitute Sustainability Education; Fossil Fuels Are Necessary; Ineffective; Apolitical,NA,https://president.umich.edu/news-communications/on-the-agenda/addressing-climate-change-as-a-powerful-community/, ,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,, ,,,1,,,1,,,,1,,
2015 Q4,4-Dec-15,University of Michigan-Dearborn,171137,,No,NA,Yes,Unconditional,I do not think that consideration of divestment from fossil fuels is the right step.,Substitue Sustainability; Substitute Sustainability Education; Fossil Fuels Are Necessary; Ineffective; Apolitical,NA,https://president.umich.edu/news-communications/on-the-agenda/addressing-climate-change-as-a-powerful-community/, ,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,, ,,,1,,,1,,,,1,,
2015 Q4,4-Dec-15,University of Michigan-Flint,171146,,No,NA,Yes,Unconditional,I do not think that consideration of divestment from fossil fuels is the right step.,Substitue Sustainability; Substitute Sustainability Education; Fossil Fuels Are Necessary; Ineffective; Apolitical,NA,https://president.umich.edu/news-communications/on-the-agenda/addressing-climate-change-as-a-powerful-community/, ,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,, ,,,1,,,1,,,,1,,
2015 Q3,30-Sep-15,(The) University of Montana,180489,,No,NA,Yes,At this time,"Therefore, having carefully investigated the Impact of divestment on the Foundation__ long-term investment portfolio and our ability to support the University, we have determined not to divest at this time.",Fiduciary; No Consensus on Effectiveness; Substitute Sustainability Education; Apolitical,NA,https://missoulian.com/news/local/university-of-montana-coalition-again-asks-um-foundation-to-divest/article_b207a2ed-c14f-5d55-8420-6f2d78f208c4.html, ,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,,1,1,,,1,,,,,,
2015 Q3,30-Sep-15,(The) University of Montana - Western,180692,,No,NA,Yes,At this time,"Therefore, having carefully investigated the Impact of divestment on the Foundation__ long-term investment portfolio and our ability to support the University, we have determined not to divest at this time.",Fiduciary; No Consensus on Effectiveness; Substitute Sustainability Education; Apolitical,NA,https://missoulian.com/news/local/university-of-montana-coalition-again-asks-um-foundation-to-divest/article_b207a2ed-c14f-5d55-8420-6f2d78f208c4.html, ,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,,1,1,,,1,,,,,,
2016 Q2,16-Apr,University of Oregon,209551,,No,NA,Yes,At this time,We don't feel that divestment is the best strategy at this time.,Fiduciary; Substitute Impact Investing,NA,http://www.uofoundation.org/s/1540/foundation16/interior.aspx?sid=1540&gid=1&calcid=1063&calpgid=61&pgid=252&ecid=6775&crid=0 THEN THEY DIVESTED IN 2016: http://projects.registerguard.com/rg/news/local/34790290-75/uo-foundation-is-on-the-road-to-divesting-in-fossil-fuels-website-says.html.csp http://www.uofoundation.org/s/1540/foundation16/interior.aspx?sid=1540&gid=1&pgid=6824&sparam=investment&scontid=0, ,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,,1,,,,,,,,,,
2014 Q1,14-Mar-14,University of Rhode Island,217484,,No,NA,Yes,At this time,"After a comprehensive discussion weighing all of the considerations, the Executive Board of the URI Foundation has decided not to divest.",Fiduciary; Too Complicated,"Michael J. Smith, __etter to Professor Peter Nightingale, Fossil Free Rhode Island,_ University of Rhode Island Foundation,
March 14, 2014. http://static1.1.sqspcdn.com/static/f/421074/24559784/1395186372277/Fossil+Free_sig.pdf?token=Fw%2F
40MyNr3VXRaPUiHmKYcjVWmg%3D.", , ,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,1,1,1,,,,,,,,,,
2013 Q4,2-Dec-13,The University of Tennessee-Chattanooga,221740,,No,NA,Yes,Unknown,"""The letter included two main points for the board's rejection: hesitancy to introduce potentially controversial goals to the mission of the endowment and a perceived burden a new subcommittee would place on the Investment Office."" (note: they also asked for a subcommittee on investor responsibility to be created.) ""'They look at an endowment for one purpose: to make money,' Hayes said. 'So they are tentative to use it in any sort of way to be used as a tool in any sort of social issues.'""",Apolitical; Fiduciary,"__esolution for Responsible Investment,_ Letter from Office of the Treasurer, University of Tennessee System, December 2, 2013.","https://www.coursehero.com/file/9209077/UT-Rejection-Letter/ (part of a class; must subscribe to view), __esolution for Responsible Investment,_ Letter from Office of the Treasurer, University of Tennessee System, December 2, 2013.http://www.utdailybeacon.com/news/ut-rejects-proposal-for-fossil-fuel-divestment/article_b5e55a12-e747-5d49-9323-ed5387cbbe06.html", ,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,,1,,,,1,,,,,,
2013 Q4,2-Dec-13,The University of Tennessee-Health Science Center,487010,,No,NA,Yes,Unknown,"""The letter included two main points for the board's rejection: hesitancy to introduce potentially controversial goals to the mission of the endowment and a perceived burden a new subcommittee would place on the Investment Office."" (note: they also asked for a subcommittee on investor responsibility to be created.) ""'They look at an endowment for one purpose: to make money,' Hayes said. 'So they are tentative to use it in any sort of way to be used as a tool in any sort of social issues.'""",Apolitical; Fiduciary,"__esolution for Responsible Investment,_ Letter from Office of the Treasurer, University of Tennessee System, December 2, 2013.","https://www.coursehero.com/file/9209077/UT-Rejection-Letter/ (part of a class; must subscribe to view), __esolution for Responsible Investment,_ Letter from Office of the Treasurer, University of Tennessee System, December 2, 2013.http://www.utdailybeacon.com/news/ut-rejects-proposal-for-fossil-fuel-divestment/article_b5e55a12-e747-5d49-9323-ed5387cbbe06.html", ,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,,1,,,,1,,,,,,
2013 Q4,2-Dec-13,The University of Tennessee-Knoxville,221759,,No,NA,Yes,Unknown,"""The letter included two main points for the board's rejection: hesitancy to introduce potentially controversial goals to the mission of the endowment and a perceived burden a new subcommittee would place on the Investment Office."" (note: they also asked for a subcommittee on investor responsibility to be created.) ""'They look at an endowment for one purpose: to make money,' Hayes said. 'So they are tentative to use it in any sort of way to be used as a tool in any sort of social issues.'""",Apolitical; Fiduciary,"__esolution for Responsible Investment,_ Letter from Office of the Treasurer, University of Tennessee System, December 2, 2013.","https://www.coursehero.com/file/9209077/UT-Rejection-Letter/ (part of a class; must subscribe to view), __esolution for Responsible Investment,_ Letter from Office of the Treasurer, University of Tennessee System, December 2, 2013.http://www.utdailybeacon.com/news/ut-rejects-proposal-for-fossil-fuel-divestment/article_b5e55a12-e747-5d49-9323-ed5387cbbe06.html", ,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,,1,,,,1,,,,,,
2013 Q4,2-Dec-13,The University of Tennessee-Martin,221768,,No,NA,Yes,Unknown,"""The letter included two main points for the board's rejection: hesitancy to introduce potentially controversial goals to the mission of the endowment and a perceived burden a new subcommittee would place on the Investment Office."" (note: they also asked for a subcommittee on investor responsibility to be created.) ""'They look at an endowment for one purpose: to make money,' Hayes said. 'So they are tentative to use it in any sort of way to be used as a tool in any sort of social issues.'""",Apolitical; Fiduciary,"__esolution for Responsible Investment,_ Letter from Office of the Treasurer, University of Tennessee System, December 2, 2013.","https://www.coursehero.com/file/9209077/UT-Rejection-Letter/ (part of a class; must subscribe to view), __esolution for Responsible Investment,_ Letter from Office of the Treasurer, University of Tennessee System, December 2, 2013.http://www.utdailybeacon.com/news/ut-rejects-proposal-for-fossil-fuel-divestment/article_b5e55a12-e747-5d49-9323-ed5387cbbe06.html", ,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,,1,,,,1,,,,,,
2013 Q4,1-Dec,University of Vermont,231174,,No,NA,Yes,Unconditional,"""After about 10 minutes of discussion Wednesday, sub-committee chairman Sam Bain called the question _ that is, whether the sub-committee should advance a proposal to divest from fossil fuels to the Budget, Finance and Investment Committee. Bain and the two other members _ David Daigle and Rob Brennan _ voted no . . . Bain said the sub-committee had reached consensus: 'I believe that we are well served to not move this forward because I don__ think we believe that it is in the best interest of the endowment.'""",Fiduciary,"Tim Johnson, __VM Trustees Reject Fossil-Fuel Divestment,_ Burlington Free Press, December 18, 2013. http://www.
burlingtonfreepress.com/story/news/2013/12/18/uvm-trustees-reject-fossil-fuel-divestment/4117649/.", , ,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,,1,,,,,,,,,,
2013 Q4,1-Dec-13,Vassar College,197133,,No,NA,Yes,Unconditional,TIRC reached a unanimous decision to decline the recommendation of CIRC to divest from the College__ endowment investments in public companies involved in the fossil fuel industry. This reaffirms and is consistent with the decision of the Board of Trustees in 2013 not to divest the College__ fossil fuel-related investments. ,Apolitical; Fiduciary; Substitute Sustainability,"Susan DeKrey, email to Rachelle Peterson, October 9, 2015.",https://president.vassar.edu/community/171101-letter.html https://alums.vassar.edu/news/stories/2017-2018/180306-divestiture.html, ,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,,1,,,,1,,,,,,
2014 Q2,22-Apr-14,Washington University at (in) St. Louis,179867,,No,NA,Yes,Unconditional,"""'The longstanding policy of the board of trustees has been that the investment policy will not be changed or used to support political, social, or other agendas,' Wrighton said in a statement.""",Apolitical,"__tatement From Chancellor Mark S. Wrighton & Provost Holden Thorp,_ Washington University in St. Louis, April 22, 2014.
https://news.wustl.edu/run/Documents/Leaders-Perspective-Student-Demonstration.pdf.",http://www.studlife.com/news/2017/04/24/washington-university-addresses-fossil-free-will-not-divest/ (2017) https://www.ecowatch.com/breaking-7-washington-university-students-arrested-protesting-peabody--1881906908.html, ,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,, ,,,,,,1,,,,,,
2014 Q1,7-Mar-14,Wellesley College,168218,,No,NA,Yes,Unconditional,"The Board of Trustees has decided that divestment is not a good option for Wellesley College. The Board, and I, do not support the idea of using the College__ endowment as a lever for social change and determined that such an action would conflict with the purpose of the endowment.",Apolitical; Fiduciary; Substitute Sustainability; Substitute Sustainability Education; Substitute Impact Investing; Ineffective,"H. Kim Bottomly, __ellesley's Board of Trustees has carefully considered proposals of fossil fuel divestment,_ Wellesley
College Office of the President, March 7, 2014. http://www.wellesley.edu/about/president/mytake/divestment.", , ,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,,1,1,,,1,,,1,,,
2014 Q1,7-Feb-14,Whitman College,237057,,No,NA,Yes,Unconditional,The Governing Boards and administration ultimately concluded that divestment in these companies was not in the best interest of Whitman College . . . At this time we believe it is not practical to prohibit future investment in all fossil fuels nor is it necessary to establish a committee to study divestment of 2% of the portfolio.,Fiduciary; Ineffective; Contradictory; Substitute Sustainability Education; Substitute Sustainability,"__hitman College Board of Trustees Statement on Divestment,_ Whitman College, February 7, 2014. https://docs.google.
com/file/d/0B3Wwshby0H92OXJibG1kekRjNEk/edit.", , ,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,1,,1,1,,,,,,1,,,
2015 Q3,10-Sep-15,Williams College,168342,,No,NA,Yes,Unconditional,"We have not chosen to include divestment, as called for by the petitioners, as part of the college__ response to the challenge of climate change.",Fiduciary; Substitute Sustainability; Substitute Sustainability Education; Substitute Impact Investing; Ineffective,NA,https://president.williams.edu/board-of-trustees/statement-by-the-board-of-trustees-and-president-adam-f-falk-on-the-colleges-role-in-addressing-climate-change/, ,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,,1,1,,,,,,1,,,
2017 Q1,1/24/17,University of Denver,127060,,No,NA,Yes,Unconditional,"Regarding divestment, the Board adopted the task force recommendation that divestment in fossil fuel companies, or any other industry, would not be an effective means of mitigating global warming nor would it be consistent with the endowment__ long-term purpose to provide enduring benefit to present and future students, faculty, staff and other Shareholders.",Substitute Sustainability; Substitute Sustainability Education; Substitute Impact Investing; Apolitical; Too Complicated; Ineffective,NA,http://www.portfolio.du.edu/divestment, ,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,, ,,,1,1,,1,,,1,,,
2016 Q3,7/11/16,Northeastern University,167358,,No,NA,Yes,Unconditional,"We have deliberately chosen to invest, not divest.",Substitute Impact Investing ,NA,https://news.northeastern.edu/2016/07/11/northeastern-to-invest-25-million-of-endowment-funds-in-environmental-Sustainability/ https://huntnewsnu.com/43261/editorial/column-by-Investing-rather-than-divesting-northeastern-exhibits-hypocrisy/, ,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,, ,,,,,,,,,,,,
2016 Q3,7/1/19,University of Utah,230764,,No,NA,Yes,Unconditional,"Like many other major universities around the country, we are not convinced that divestment from fossil fuel-heavy funds in the next five years, as the Senate has recommended, is the best method for addressing these challenges",Ineffective; Substitute Impact Investing,NA,https://archive.sltrib.com/article.php?id=4067764&itype=CMSID, ,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,, ,,,,,,,,,1,,,
2017 Q1,2/8/19,Grinnell College,153384,,No,NA,Yes,Unconditional,"2017: I have concluded that divestment of our college's endowment is not a tactic that I can support to address the problem. 2018: Having considered a great deal of information and diverse perspectives, we recommended that the College should not divest from fossil fuel holdings in our endowment. ",2017: Substitute Impact Investing; Shareholder Engagement; Fiduciary; Fossil Fuel Companies = Green Energy Companies; 2018: Ineffective; Fiduciary; Shareholder Engagement; Substitute Impact Investing; Substitute Sustainability,NA,original response: https://www.grinnell.edu/news/special-campus-memo-divestment task force created bc of student discontent: https://www.grinnell.edu/news/board-task-force-fossil-fuel-divestment task force findings: https://www.grinnell.edu/news/recommendations-climate-Impact-Sustainability-and-divestment, ,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,,1,,1,,,,,,,1,,,
2017 Q2,4/13/17,Mount Holyoke College,166939,,No,NA,Yes,Unconditional,"After careful consideration and lengthy deliberations, we have voted unanimously as a Board against divesting publicly traded fossil fuel holdings from our endowment.",Ineffective; Fiduciary; Substitute Sustainability; Substitute Impact Investing,NA,https://www.mtholyoke.edu/financial/divestment-faqs#deliberations https://www.mtholyoke.edu/financial/board-trustees-announces-decision-divestment-following-thorough-review, ,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,,1,,,,,,,1,,,
